MSOA21CD,%_not deprived,%_deprived-1,%_deprived-2,%_deprived-3,%_deprived-4
E02000538,33.32270408163265,37.5,19.706632653061224,4.751275510204081,0.5102040816326531
E02000539,48.601184398611394,30.773943230549317,13.661425362466817,3.32856851133347,0.306309985705534
E02000540,39.84407057858022,32.90931473122692,14.915880180549856,3.7340993024210096,0.6360279031596224
E02000541,30.8100147275405,38.32106038291606,20.67746686303387,6.480117820324007,0.2650957290132548
E02000542,29.4936405087593,39.54883609311255,19.43844492440605,5.831533477321814,0.5519558435325175
E02000543,35.52404675225139,36.4629239317877,16.669860126461007,4.521939068787124,0.5556620042153669
E02000544,49.28500166278683,32.52411040904556,12.736947123378783,2.494180246092451,0.13302294645826404
E02000545,43.11555075593952,30.858531317494602,16.954643628509718,4.5626349892008635,0.296976241900648
E02000546,36.00246381275023,37.88112103480136,18.570988604866027,4.619648906683092,0.21558361564521095
E02000547,35.78629032258064,37.65120967741936,18.775201612903224,4.561491935483871,0.35282258064516125
E02000548,35.140771637122,37.9822732012513,17.935349322210637,5.552659019812305,0.5213764337851928
E02000549,38.08748255002327,36.226151698464406,16.472778036295953,3.838994881340158,0.37226617031177295
E02000550,38.874413757165186,35.278791036998435,17.274622199062012,5.106826472120896,0.36477331943720687
E02000551,33.57061503416857,36.41799544419134,21.12756264236902,5.41002277904328,0.7118451025056948
E02000552,43.61578641903656,35.63551944283227,14.335461404526988,3.685432385374347,0.261172373766686
E02000553,41.50241725548531,33.84157679434734,16.437337300111565,4.3510598735589445,0.5578281889178133
